Blockbuster,Crime/Mystery,Factual,Fantasy/SciFi,Feel Good,STARS,Thrill Factor,Title,Title with year removed,Type,Url,Words In Title,Year,Year  Filter,Year  Filter (copy),Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Duration,Family,Fantasy,Film Noir,Game Show,History,Horror,Imdb Rating,Music,Musical,Mystery,News,Number of Records,Rating Count,Reality TV,Romance,Sci Fi,Short,Sport,Talk Show,Thriller,War,Western
No,No,No,Yes,No,4 stars,No,A Smoky Mountain Christmas (TV Movie 1986),A Smoky Mountain Christmas ,video.movie,http://www.imdb.com/title/tt0091975/,a smoky mountain christmas tv movie,"1,986",1986,1986,0,0,0,0,0,0,0,0,0,5640,0,1,0,0,0,0,7.1,0,0,0,0,1,606,0,0,0,0,0,0,0,0,0
No,No,No,Yes,No,4 stars,No,The First Men in the Moon (1919),The First Men in the Moon ,video.movie,http://www.imdb.com/title/tt0193947/,the first men in the moon,"1,919",1919,1919,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,7.6,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0
No,No,No,Yes,No,4 stars,No,La extensión del cielo (2012),La extensión del cielo ,video.movie,http://www.imdb.com/title/tt2338045/,la extensi n del cielo,"2,012",2012,2012,0,0,0,0,0,0,0,0,0,4200,0,1,0,0,0,0,7.7,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,0.5 stars,No,Hancock 2,,video.movie,http://www.imdb.com/title/tt1498780/,hancock,,,,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Exodus: Tales from the Enchanted Kingdom (2005),Exodus: Tales from the Enchanted Kingdom ,video.movie,http://www.imdb.com/title/tt0479660/,exodus tales from the enchanted kingdom,"2,005",2005,2005,1,0,0,0,0,0,0,0,0,6360,0,1,0,0,0,0,5.1,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Die Legende der weissen Schlange (2011),Die Legende der weissen Schlange ,video.movie,http://www.imdb.com/title/tt1857913/,die legende der weissen schlange,"2,011",2011,2011,1,0,0,0,0,0,0,0,0,6000,0,1,0,0,0,0,5.9,0,0,0,0,1,5469,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Hancock (2008),Hancock ,video.movie,http://www.imdb.com/title/tt0448157/,hancock,"2,008",2008,2008,1,0,0,0,0,0,0,0,0,5520,0,1,0,0,0,0,6.5,0,0,0,0,1,233225,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4 stars,No,Batmans Rückkehr (1992),Batmans Rückkehr ,video.movie,http://www.imdb.com/title/tt0103776/,batmans r ckkehr,"1,992",1992,1992,1,0,0,0,0,0,0,0,0,7560,0,1,0,0,0,0,7.0,0,0,0,0,1,164843,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4 stars,No,China Swordsman (1992),China Swordsman ,video.movie,http://www.imdb.com/title/tt0103295/,china swordsman,"1,992",1992,1992,1,0,0,0,0,0,0,0,0,6420,0,1,0,0,0,0,7.3,0,0,0,0,1,2642,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4 stars,No,Spider-Man 2 (2004),Spider-Man 2 ,video.movie,http://www.imdb.com/title/tt0316654/,spider man,"2,004",2004,2004,1,0,0,0,0,0,0,0,0,7620,0,1,0,0,0,0,7.4,0,0,0,0,1,276838,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4 stars,No,Die Krähe (1994),Die Krähe ,video.movie,http://www.imdb.com/title/tt0109506/,die kr he,"1,994",1994,1994,1,0,0,0,0,0,0,0,0,6120,0,1,0,0,0,0,7.6,0,0,0,0,1,111838,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4 stars,No,Batman (1989),Batman ,video.movie,http://www.imdb.com/title/tt0096895/,batman,"1,989",1989,1989,1,0,0,0,0,0,0,0,0,7560,0,1,0,0,0,0,7.6,0,0,0,0,1,210971,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,0.5 stars,No,Fire and Ice,,video.movie,http://www.imdb.com/title/tt2381183/,fire and ice,,,,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,0.5 stars,No,Der Hobbit: Die Schlacht der fünf Heere (2014),Der Hobbit: Die Schlacht der fünf Heere ,video.movie,http://www.imdb.com/title/tt2310332/,der hobbit die schlacht der f nf heere,"2,014",2014,2014,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,1 stars,No,Troll - Teil 3 (1990),Troll - Teil 3 ,video.movie,http://www.imdb.com/title/tt0100448/,troll teil,"1,990",1990,1990,0,0,1,0,0,0,0,0,0,5640,0,1,0,0,0,0,1.9,0,0,0,0,1,472,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,1.5 stars,No,Wizards of the Demon Sword (1991),Wizards of the Demon Sword ,video.movie,http://www.imdb.com/title/tt0103278/,wizards of the demon sword,"1,991",1991,1991,0,0,1,0,0,0,0,0,0,5400,0,1,0,0,0,0,2.0,0,0,0,0,1,356,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,1.5 stars,No,Thor - Der unbesiegbare Barbar (1983),Thor - Der unbesiegbare Barbar ,video.movie,http://www.imdb.com/title/tt0200211/,thor der unbesiegbare barbar,"1,983",1983,1983,0,0,1,0,0,0,0,0,0,5460,0,1,0,0,0,0,2.8,0,0,0,0,1,167,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,2 stars,No,Das gestohlene Glück (1959),Das gestohlene Glück ,video.movie,http://www.imdb.com/title/tt0053240/,das gestohlene gl ck,"1,959",1959,1959,0,0,1,0,0,0,0,0,0,5400,0,1,0,0,0,0,3.1,0,0,0,0,1,653,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,2 stars,No,Die Liebesnächte des Herkules (1960),Die Liebesnächte des Herkules ,video.movie,http://www.imdb.com/title/tt0053598/,die liebesn chte des herkules,"1,960",1960,1960,0,0,1,0,0,0,0,0,0,6000,0,1,0,0,0,0,3.2,0,0,0,0,1,325,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,2 stars,No,Hercules (1983),Hercules ,video.movie,http://www.imdb.com/title/tt0085672/,hercules,"1,983",1983,1983,0,0,1,0,0,0,0,0,0,5880,0,1,0,0,0,0,3.5,0,0,0,0,1,1990,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,2 stars,No,Die neuen Abenteuer des Herkules (1985),Die neuen Abenteuer des Herkules ,video.movie,http://www.imdb.com/title/tt0089271/,die neuen abenteuer des herkules,"1,985",1985,1985,0,0,1,0,0,0,0,0,0,5280,0,1,0,0,0,0,3.8,0,0,0,0,1,501,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,2.5 stars,No,Die Barbaren (1987),Die Barbaren ,video.movie,http://www.imdb.com/title/tt0092615/,die barbaren,"1,987",1987,1987,0,0,1,0,0,0,0,0,0,5220,0,1,0,0,0,0,4.7,0,0,0,0,1,1928,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,2.5 stars,No,Lockendes Glück (1953),Lockendes Glück ,video.movie,http://www.imdb.com/title/tt0046264/,lockendes gl ck,"1,953",1953,1953,0,0,1,0,0,0,0,0,0,5100,0,1,0,0,0,0,4.8,0,0,0,0,1,631,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Monkey King - Ein Krieger zwischen den Welten (TV Movie 2001),Monkey King - Ein Krieger zwischen den Welten ,video.movie,http://www.imdb.com/title/tt0198779/,monkey king ein krieger zwischen den welten tv movie,"2,001",2001,2001,0,0,1,0,0,0,0,0,0,9000,0,1,0,0,0,0,5.4,0,0,0,0,1,1217,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Eine Million Jahre vor unserer Zeit (1966),Eine Million Jahre vor unserer Zeit ,video.movie,http://www.imdb.com/title/tt0060782/,eine million jahre vor unserer zeit,"1,966",1966,1966,0,0,1,0,0,0,0,0,0,6000,0,1,0,0,0,0,5.6,0,0,0,0,1,4643,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Caprona - Das vergessene Land (1975),Caprona - Das vergessene Land ,video.movie,http://www.imdb.com/title/tt0073260/,caprona das vergessene land,"1,975",1975,1975,0,0,1,0,0,0,0,0,0,5400,0,1,0,0,0,0,5.7,0,0,0,0,1,2902,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Jason und der Kampf um das goldene Vlies (TV Movie 2000),Jason und der Kampf um das goldene Vlies ,video.movie,http://www.imdb.com/title/tt0217579/,jason und der kampf um das goldene vlies tv movie,"2,000",2000,2000,0,0,1,0,0,0,0,0,0,10800,0,1,0,0,0,0,5.9,0,0,0,0,1,3247,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Der Kalif von Bagdad (1944),Der Kalif von Bagdad ,video.movie,http://www.imdb.com/title/tt0036984/,der kalif von bagdad,"1,944",1944,1944,0,0,1,0,0,0,0,0,0,6000,0,1,0,0,0,0,6.1,0,0,0,0,1,596,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Jack and the Giants (2013),Jack and the Giants ,video.movie,http://www.imdb.com/title/tt1351685/,jack and the giants,"2,013",2013,2013,0,0,1,0,0,0,0,0,0,6840,0,1,0,0,0,0,6.3,0,0,0,0,1,77069,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Die Unicorn und der Aufstand der Elfen (TV Movie 2001),Die Unicorn und der Aufstand der Elfen ,video.movie,http://www.imdb.com/title/tt0249326/,die unicorn und der aufstand der elfen tv movie,"2,001",2001,2001,0,0,1,0,0,0,0,0,0,10200,0,1,0,0,0,0,6.5,0,0,0,0,1,996,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Neverland - Reise in das Land der Abenteuer (TV Mini-Series 2011),Neverland - Reise in das Land der Abenteuer ,video.tv,http://www.imdb.com/title/tt1720619/,neverland reise in das land der abenteuer tv mini series,"2,011",2011,2011,0,0,1,0,0,0,0,0,0,10800,0,1,0,0,0,0,6.5,0,0,0,0,1,7248,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Kampf der Titanen (1981),Kampf der Titanen ,video.movie,http://www.imdb.com/title/tt0082186/,kampf der titanen,"1,981",1981,1981,0,0,1,0,0,0,0,0,0,7080,0,1,0,0,0,0,6.9,0,0,0,0,1,28650,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4 stars,No,Fando y Lis (1968),Fando y Lis ,video.movie,http://www.imdb.com/title/tt0061643/,fando y lis,"1,968",1968,1968,0,0,1,0,0,0,0,0,0,5580,0,1,0,0,0,0,7.1,0,0,0,0,1,2989,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4 stars,No,Die verlorene Welt (1925),Die verlorene Welt ,video.movie,http://www.imdb.com/title/tt0016039/,die verlorene welt,"1,925",1925,1925,0,0,1,0,0,0,0,0,0,6360,0,1,0,0,0,0,7.1,0,0,0,0,1,2883,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4.5 stars,No,Der Hobbit - Eine unerwartete Reise (2012),Der Hobbit - Eine unerwartete Reise ,video.movie,http://www.imdb.com/title/tt0903624/,der hobbit eine unerwartete reise,"2,012",2012,2012,0,0,1,0,0,0,0,0,0,10140,0,1,0,0,0,0,8.1,0,0,0,0,1,438941,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,4.5 stars,No,The Lord of the Rings: The Battle for Middle-Earth (Video Game 2004),The Lord of the Rings: The Battle for Middle-Earth ,game,http://www.imdb.com/title/tt0412935/,the lord of the rings the battle for middle earth video game,"2,004",2004,2004,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,8.4,0,0,0,0,1,998,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,0.5 stars,No,Voltron,,video.movie,http://www.imdb.com/title/tt0472429/,voltron,,,,1,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,0.5 stars,No,X-Men: Zukunft ist Vergangenheit (2014),X-Men: Zukunft ist Vergangenheit ,video.movie,http://www.imdb.com/title/tt1877832/,x men zukunft ist vergangenheit,"2,014",2014,2014,1,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,0.5 stars,No,Justice League (2017),Justice League ,video.movie,http://www.imdb.com/title/tt0974015/,justice league,"2,017",2017,2017,1,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,1.5 stars,No,Ator - Der Unbesiegbare (1984),Ator - Der Unbesiegbare ,video.movie,http://www.imdb.com/title/tt0086972/,ator der unbesiegbare,"1,984",1984,1984,1,0,1,0,0,0,0,0,0,5520,0,1,0,0,0,0,2.1,0,0,0,0,1,2559,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,1.5 stars,No,Ator - Herr des Feuers (1982),Ator - Herr des Feuers ,video.movie,http://www.imdb.com/title/tt0085183/,ator herr des feuers,"1,982",1982,1982,1,0,1,0,0,0,0,0,0,5880,0,1,0,0,0,0,2.8,0,0,0,0,1,1080,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,1.5 stars,No,Dragonball Evolution (2009),Dragonball Evolution ,video.movie,http://www.imdb.com/title/tt1098327/,dragonball evolution,"2,009",2009,2009,1,0,1,0,0,0,0,0,0,5100,0,1,0,0,0,0,2.9,0,0,0,0,1,45999,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,2 stars,No,Gor (1987),Gor ,video.movie,http://www.imdb.com/title/tt0095241/,gor,"1,987",1987,1987,1,0,1,0,0,0,0,0,0,5640,0,1,0,0,0,0,3.2,0,0,0,0,1,992,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,2 stars,No,Jabberwock (TV Movie 2011),Jabberwock ,video.movie,http://www.imdb.com/title/tt1734203/,jabberwock tv movie,"2,011",2011,2011,1,0,1,0,0,0,0,0,0,4980,0,1,0,0,0,0,3.4,0,0,0,0,1,385,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,2 stars,No,Beastmaster 2 - Der Zeitspringer (1991),Beastmaster 2 - Der Zeitspringer ,video.movie,http://www.imdb.com/title/tt0101412/,beastmaster der zeitspringer,"1,991",1991,1991,1,0,1,0,0,0,0,0,0,6420,0,1,0,0,0,0,3.6,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,2 stars,No,Mortal Kombat 2 - Annihilation (1997),Mortal Kombat 2 - Annihilation ,video.movie,http://www.imdb.com/title/tt0119707/,mortal kombat annihilation,"1,997",1997,1997,1,0,1,0,0,0,0,0,0,5700,0,1,0,0,0,0,3.6,0,0,0,0,1,30442,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,2 stars,No,Beowulf (1999),Beowulf ,video.movie,http://www.imdb.com/title/tt0120604/,beowulf,"1,999",1999,1999,1,0,1,0,0,0,0,0,0,5700,0,1,0,0,0,0,3.9,0,0,0,0,1,8675,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,2.5 stars,No,Einer gegen das Imperium (1983),Einer gegen das Imperium ,video.movie,http://www.imdb.com/title/tt0084935/,einer gegen das imperium,"1,983",1983,1983,1,0,1,0,0,0,0,0,0,5280,0,1,0,0,0,0,4.0,0,0,0,0,1,1673,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,2.5 stars,No,Herkules und die Königin der Amazonen (1959),Herkules und die Königin der Amazonen ,video.movie,http://www.imdb.com/title/tt0052782/,herkules und die k nigin der amazonen,"1,959",1959,1959,1,0,1,0,0,0,0,0,0,5640,0,1,0,0,0,0,4.2,0,0,0,0,1,1369,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,2.5 stars,No,Red Sonja (1985),Red Sonja ,video.movie,http://www.imdb.com/title/tt0089893/,red sonja,"1,985",1985,1985,1,0,1,0,0,0,0,0,0,5340,0,1,0,0,0,0,4.9,0,0,0,0,1,23845,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Die Mumie - Das Grabmal des Drachenkaisers (2008),Die Mumie - Das Grabmal des Drachenkaisers ,video.movie,http://www.imdb.com/title/tt0859163/,die mumie das grabmal des drachenkaisers,"2,008",2008,2008,1,0,1,0,0,0,0,0,0,6720,0,1,0,0,0,0,5.2,0,0,0,0,1,91488,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Masters of the Universe (1987),Masters of the Universe ,video.movie,http://www.imdb.com/title/tt0093507/,masters of the universe,"1,987",1987,1987,1,0,1,0,0,0,0,0,0,6360,0,1,0,0,0,0,5.3,0,0,0,0,1,22363,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Die letzte Legion (2007),Die letzte Legion ,video.movie,http://www.imdb.com/title/tt0462396/,die letzte legion,"2,007",2007,2007,1,0,1,0,0,0,0,0,0,6120,0,1,0,0,0,0,5.4,0,0,0,0,1,24775,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Der letzte Tempelritter (2011),Der letzte Tempelritter ,video.movie,http://www.imdb.com/title/tt0479997/,der letzte tempelritter,"2,011",2011,2011,1,0,1,0,0,0,0,0,0,5700,0,1,0,0,0,0,5.4,0,0,0,0,1,63281,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Lara Croft Tomb Raider: Die Wiege des Lebens (2003),Lara Croft Tomb Raider: Die Wiege des Lebens ,video.movie,http://www.imdb.com/title/tt0325703/,lara croft tomb raider die wiege des lebens,"2,003",2003,2003,1,0,1,0,0,0,0,0,0,7020,0,1,0,0,0,0,5.4,0,0,0,0,1,81627,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Batman Forever (1995),Batman Forever ,video.movie,http://www.imdb.com/title/tt0112462/,batman forever,"1,995",1995,1995,1,0,1,0,0,0,0,0,0,7260,0,1,0,0,0,0,5.4,0,0,0,0,1,150233,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,The Scorpion King (2002),The Scorpion King ,video.movie,http://www.imdb.com/title/tt0277296/,the scorpion king,"2,002",2002,2002,1,0,1,0,0,0,0,0,0,5520,0,1,0,0,0,0,5.5,0,0,0,0,1,77167,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Lara Croft: Tomb Raider (2001),Lara Croft: Tomb Raider ,video.movie,http://www.imdb.com/title/tt0146316/,lara croft tomb raider,"2,001",2001,2001,1,0,1,0,0,0,0,0,0,6000,0,1,0,0,0,0,5.7,0,0,0,0,1,126134,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Die Liga der außergewöhnlichen Gentlemen (2003),Die Liga der außergewöhnlichen Gentlemen ,video.movie,http://www.imdb.com/title/tt0311429/,die liga der au ergew hnlichen gentlemen,"2,003",2003,2003,1,0,1,0,0,0,0,0,0,6600,0,1,0,0,0,0,5.8,0,0,0,0,1,108815,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Conan der Zerstörer (1984),Conan der Zerstörer ,video.movie,http://www.imdb.com/title/tt0087078/,conan der zerst rer,"1,984",1984,1984,1,0,1,0,0,0,0,0,0,6180,0,1,0,0,0,0,5.8,0,0,0,0,1,49769,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Mortal Kombat (1995),Mortal Kombat ,video.movie,http://www.imdb.com/title/tt0113855/,mortal kombat,"1,995",1995,1995,1,0,1,0,0,0,0,0,0,6060,0,1,0,0,0,0,5.8,0,0,0,0,1,65703,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Kampf der Titanen (2010),Kampf der Titanen ,video.movie,http://www.imdb.com/title/tt0800320/,kampf der titanen,"2,010",2010,2010,1,0,1,0,0,0,0,0,0,6360,0,1,0,0,0,0,5.8,0,0,0,0,1,184318,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Zorn der Titanen (2012),Zorn der Titanen ,video.movie,http://www.imdb.com/title/tt1646987/,zorn der titanen,"2,012",2012,2012,1,0,1,0,0,0,0,0,0,5940,0,1,0,0,0,0,5.8,0,0,0,0,1,119801,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3 stars,No,Blade: Trinity (2004),Blade: Trinity ,video.movie,http://www.imdb.com/title/tt0359013/,blade trinity,"2,004",2004,2004,1,0,1,0,0,0,0,0,0,6780,0,1,0,0,0,0,5.9,0,0,0,0,1,103645,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Krull (1983),Krull ,video.movie,http://www.imdb.com/title/tt0085811/,krull,"1,983",1983,1983,1,0,1,0,0,0,0,0,0,7260,0,1,0,0,0,0,6.0,0,0,0,0,1,19222,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,An Enraged New World (2002),An Enraged New World ,video.movie,http://www.imdb.com/title/tt0291150/,an enraged new world,"2,002",2002,2002,1,0,1,0,0,0,0,0,0,3000,0,1,0,0,0,0,6.0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Cirque du Freak - Mitternachtszirkus (2009),Cirque du Freak - Mitternachtszirkus ,video.movie,http://www.imdb.com/title/tt0450405/,cirque du freak mitternachtszirkus,"2,009",2009,2009,1,0,1,0,0,0,0,0,0,6540,0,1,0,0,0,0,6.0,0,0,0,0,1,31711,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Chroniken der Unterwelt - City of Bones (2013),Chroniken der Unterwelt - City of Bones ,video.movie,http://www.imdb.com/title/tt1538403/,chroniken der unterwelt city of bones,"2,013",2013,2013,1,0,1,0,0,0,0,0,0,7800,0,1,0,0,0,0,6.0,0,0,0,0,1,73541,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Solomon Kane (2009),Solomon Kane ,video.movie,http://www.imdb.com/title/tt0970452/,solomon kane,"2,009",2009,2009,1,0,1,0,0,0,0,0,0,6240,0,1,0,0,0,0,6.1,0,0,0,0,1,49377,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Beastmaster - Der Befreier (1982),Beastmaster - Der Befreier ,video.movie,http://www.imdb.com/title/tt0083630/,beastmaster der befreier,"1,982",1982,1982,1,0,1,0,0,0,0,0,0,7080,0,1,0,0,0,0,6.1,0,0,0,0,1,12462,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Die Herrschaft des Feuers (2002),Die Herrschaft des Feuers ,video.movie,http://www.imdb.com/title/tt0253556/,die herrschaft des feuers,"2,002",2002,2002,1,0,1,0,0,0,0,0,0,6060,0,1,0,0,0,0,6.2,0,0,0,0,1,90845,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Adèle und das Geheimnis des Pharaos (2010),Adèle und das Geheimnis des Pharaos ,video.movie,http://www.imdb.com/title/tt1179025/,ad le und das geheimnis des pharaos,"2,010",2010,2010,1,0,1,0,0,0,0,0,0,6420,0,1,0,0,0,0,6.2,0,0,0,0,1,11824,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Die sieben Schwerter (2005),Die sieben Schwerter ,video.movie,http://www.imdb.com/title/tt0429078/,die sieben schwerter,"2,005",2005,2005,1,0,1,0,0,0,0,0,0,9180,0,1,0,0,0,0,6.2,0,0,0,0,1,7233,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Spider-Man 3 (2007),Spider-Man 3 ,video.movie,http://www.imdb.com/title/tt0413300/,spider man,"2,007",2007,2007,1,0,1,0,0,0,0,0,0,8340,0,1,0,0,0,0,6.3,0,0,0,0,1,264158,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Die Mumie kehrt zurück (2001),Die Mumie kehrt zurück ,video.movie,http://www.imdb.com/title/tt0209163/,die mumie kehrt zur ck,"2,001",2001,2001,1,0,1,0,0,0,0,0,0,7800,0,1,0,0,0,0,6.3,0,0,0,0,1,197634,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,47 Ronin (2013),47 Ronin ,video.movie,http://www.imdb.com/title/tt1335975/,ronin,"2,013",2013,2013,1,0,1,0,0,0,0,0,0,7080,0,1,0,0,0,0,6.4,0,0,0,0,1,38099,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Der 13. Krieger (1999),Der 13. Krieger ,video.movie,http://www.imdb.com/title/tt0120657/,der krieger,"1,999",1999,1999,1,0,1,0,0,0,0,0,0,6120,0,1,0,0,0,0,6.5,0,0,0,0,1,88197,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,The Forbidden Kingdom (2008),The Forbidden Kingdom ,video.movie,http://www.imdb.com/title/tt0865556/,the forbidden kingdom,"2,008",2008,2008,1,0,1,0,0,0,0,0,0,6240,0,1,0,0,0,0,6.6,0,0,0,0,1,74057,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Underworld - Aufstand der Lykaner (2009),Underworld - Aufstand der Lykaner ,video.movie,http://www.imdb.com/title/tt0834001/,underworld aufstand der lykaner,"2,009",2009,2009,1,0,1,0,0,0,0,0,0,5520,0,1,0,0,0,0,6.6,0,0,0,0,1,92279,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Prince of Persia: Der Sand der Zeit (2010),Prince of Persia: Der Sand der Zeit ,video.movie,http://www.imdb.com/title/tt0473075/,prince of persia der sand der zeit,"2,010",2010,2010,1,0,1,0,0,0,0,0,0,6960,0,1,0,0,0,0,6.6,0,0,0,0,1,167079,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Der Drachentöter (1981),Der Drachentöter ,video.movie,http://www.imdb.com/title/tt0082288/,der drachent ter,"1,981",1981,1981,1,0,1,0,0,0,0,0,0,6480,0,1,0,0,0,0,6.7,0,0,0,0,1,9095,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Pirates of the Caribbean - Fremde Gezeiten (2011),Pirates of the Caribbean - Fremde Gezeiten ,video.movie,http://www.imdb.com/title/tt1298650/,pirates of the caribbean fremde gezeiten,"2,011",2011,2011,1,0,1,0,0,0,0,0,0,8160,0,1,0,0,0,0,6.7,0,0,0,0,1,258919,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Wolverine: Weg des Kriegers (2013),Wolverine: Weg des Kriegers ,video.movie,http://www.imdb.com/title/tt1430132/,wolverine weg des kriegers,"2,013",2013,2013,1,0,1,0,0,0,0,0,0,7560,0,1,0,0,0,0,6.8,0,0,0,0,1,189340,0,0,0,0,0,0,0,0,0
Yes,No,No,Yes,No,3.5 stars,No,Hellboy (2004),Hellboy ,video.movie,http://www.imdb.com/title/tt0167190/,hellboy,"2,004",2004,2004,1,0,1,0,0,0,0,0,0,7320,0,1,0,0,0,0,6.8,0,0,0,0,1,194016,0,0,0,0,0,0,0,0,0
